date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
16:26:32	272/272	---M--	200	added ('OK')	application/javascript	etag:%228dd0ab3844eac16c3a96f84ab5bcae86%22	https://definitions.sqspcdn.com/website-component-definition/static-assets/website.components.button/459c1b3d-b839-4cbb-9c5f-5b98a9bc9535_122/website.components.button.visitor.js	C:/My%20Web%20Sites/puntorestaurado/definitions.sqspcdn.com/website-component-definition/static-assets/website.components.button/459c1b3d-b839-4cbb-9c5f-5b98a9bc9535_122/website.components.button.visitor.js	(from https://proyectooficial-j892d73v9-truenojf10-gmailcoms-projects.vercel.app/)
16:26:33	436458/436458	---M-Z	200	added ('OK')	text/css	date:Thu,%2030%20Oct%202025%2022:26:34%20GMT	https://static1.squarespace.com/static/vta/5c5a519771c10ba3470d8101/versioned-assets/1761320932483-K8SZQ0RD368CXZIE5HY9/static.css	C:/My%20Web%20Sites/puntorestaurado/static1.squarespace.com/static/vta/5c5a519771c10ba3470d8101/versioned-assets/1761320932483-K8SZQ0RD368CXZIE5HY9/static.css	(from https://proyectooficial-j892d73v9-truenojf10-gmailcoms-projects.vercel.app/)
16:26:33	14387/14387	---M--	200	added ('OK')	image/png	etag:%221164dccd23cb916e50def75acdb265bf%22	https://proyectooficial-j892d73v9-truenojf10-gmailcoms-projects.vercel.app/logo.png	C:/My%20Web%20Sites/puntorestaurado/proyectooficial-j892d73v9-truenojf10-gmailcoms-projects.vercel.app/logo.png	(from https://proyectooficial-j892d73v9-truenojf10-gmailcoms-projects.vercel.app/)
16:26:34	323470/323470	---MCZ	200	added ('OK')	text/html	etag:W/%2260af1e214a9ae284a395dd9be25ce93f%22	https://proyectooficial-j892d73v9-truenojf10-gmailcoms-projects.vercel.app/home.html	C:/My%20Web%20Sites/puntorestaurado/proyectooficial-j892d73v9-truenojf10-gmailcoms-projects.vercel.app/home.html	(from https://proyectooficial-j892d73v9-truenojf10-gmailcoms-projects.vercel.app/)
16:26:34	284613/284613	---MCZ	200	added ('OK')	text/html	etag:W/%22e835ee6eebff51e6a6975116bda75a78%22	https://proyectooficial-j892d73v9-truenojf10-gmailcoms-projects.vercel.app/about-our-team.html	C:/My%20Web%20Sites/puntorestaurado/proyectooficial-j892d73v9-truenojf10-gmailcoms-projects.vercel.app/about-our-team.html	(from https://proyectooficial-j892d73v9-truenojf10-gmailcoms-projects.vercel.app/)
16:26:35	846127/846127	---MCZ	200	added ('OK')	text/html	etag:W/%22ae5d7e27dee8ca5351e3b976f7d2d34c%22	https://proyectooficial-j892d73v9-truenojf10-gmailcoms-projects.vercel.app/dailyflowers.html	C:/My%20Web%20Sites/puntorestaurado/proyectooficial-j892d73v9-truenojf10-gmailcoms-projects.vercel.app/dailyflowers.html	(from https://proyectooficial-j892d73v9-truenojf10-gmailcoms-projects.vercel.app/)
16:26:36	327462/327462	---MCZ	200	added ('OK')	text/html	etag:W/%2210b75b87b2e578de3a5d7ab97cc16bd4%22	https://proyectooficial-j892d73v9-truenojf10-gmailcoms-projects.vercel.app/celebration-of-life.html	C:/My%20Web%20Sites/puntorestaurado/proyectooficial-j892d73v9-truenojf10-gmailcoms-projects.vercel.app/celebration-of-life.html	(from https://proyectooficial-j892d73v9-truenojf10-gmailcoms-projects.vercel.app/)
16:26:36	249393/249393	---MCZ	200	added ('OK')	text/html	etag:W/%2238d13be76de67b5a7bb10933c6bd5a4c%22	https://proyectooficial-j892d73v9-truenojf10-gmailcoms-projects.vercel.app/prom-hoco.html	C:/My%20Web%20Sites/puntorestaurado/proyectooficial-j892d73v9-truenojf10-gmailcoms-projects.vercel.app/prom-hoco.html	(from https://proyectooficial-j892d73v9-truenojf10-gmailcoms-projects.vercel.app/)
16:26:37	429800/429800	---MCZ	200	added ('OK')	text/html	etag:W/%224f11ae445e44ac01b78a80681cec71bd%22	https://proyectooficial-j892d73v9-truenojf10-gmailcoms-projects.vercel.app/floralsubscriptions.html	C:/My%20Web%20Sites/puntorestaurado/proyectooficial-j892d73v9-truenojf10-gmailcoms-projects.vercel.app/floralsubscriptions.html	(from https://proyectooficial-j892d73v9-truenojf10-gmailcoms-projects.vercel.app/)
16:26:37	278974/278974	---MCZ	200	added ('OK')	text/html	etag:W/%227af2114243ae5b306c216a262857c3ec%22	https://proyectooficial-j892d73v9-truenojf10-gmailcoms-projects.vercel.app/weddings.html	C:/My%20Web%20Sites/puntorestaurado/proyectooficial-j892d73v9-truenojf10-gmailcoms-projects.vercel.app/weddings.html	(from https://proyectooficial-j892d73v9-truenojf10-gmailcoms-projects.vercel.app/)
16:26:38	240580/240580	---MCZ	200	added ('OK')	text/html	etag:W/%226482ffb60c44040e2c6444cf84b3693e%22	https://proyectooficial-j892d73v9-truenojf10-gmailcoms-projects.vercel.app/events.html	C:/My%20Web%20Sites/puntorestaurado/proyectooficial-j892d73v9-truenojf10-gmailcoms-projects.vercel.app/events.html	(from https://proyectooficial-j892d73v9-truenojf10-gmailcoms-projects.vercel.app/)
16:26:38	311590/311590	---MCZ	200	added ('OK')	text/html	etag:W/%22a356cf3c7f8a9c3afe48f513a7b4c108%22	https://proyectooficial-j892d73v9-truenojf10-gmailcoms-projects.vercel.app/silk-bouquet-rentals.html	C:/My%20Web%20Sites/puntorestaurado/proyectooficial-j892d73v9-truenojf10-gmailcoms-projects.vercel.app/silk-bouquet-rentals.html	(from https://proyectooficial-j892d73v9-truenojf10-gmailcoms-projects.vercel.app/)
16:26:39	190309/190309	---MCZ	200	added ('OK')	text/html	etag:W/%225131fc3458552607e77517d37f0af453%22	https://proyectooficial-j892d73v9-truenojf10-gmailcoms-projects.vercel.app/weddingrentals.html	C:/My%20Web%20Sites/puntorestaurado/proyectooficial-j892d73v9-truenojf10-gmailcoms-projects.vercel.app/weddingrentals.html	(from https://proyectooficial-j892d73v9-truenojf10-gmailcoms-projects.vercel.app/)
16:26:40	281816/281816	---MCZ	200	added ('OK')	text/html	etag:W/%22b66e5ad3a9bcf7457579bdb01647c3d3%22	https://proyectooficial-j892d73v9-truenojf10-gmailcoms-projects.vercel.app/classes.html	C:/My%20Web%20Sites/puntorestaurado/proyectooficial-j892d73v9-truenojf10-gmailcoms-projects.vercel.app/classes.html	(from https://proyectooficial-j892d73v9-truenojf10-gmailcoms-projects.vercel.app/)
16:26:40	187388/187388	---MCZ	200	added ('OK')	text/html	etag:W/%22082ee10b1166927ef91d5ad25a2048bb%22	https://proyectooficial-j892d73v9-truenojf10-gmailcoms-projects.vercel.app/wedding-galleries.html	C:/My%20Web%20Sites/puntorestaurado/proyectooficial-j892d73v9-truenojf10-gmailcoms-projects.vercel.app/wedding-galleries.html	(from https://proyectooficial-j892d73v9-truenojf10-gmailcoms-projects.vercel.app/)
16:26:41	163186/163186	---MCZ	200	added ('OK')	text/html	etag:W/%2292807ad34f56a31ebd5032531215bff1%22	https://proyectooficial-j892d73v9-truenojf10-gmailcoms-projects.vercel.app/contact-form-1.html	C:/My%20Web%20Sites/puntorestaurado/proyectooficial-j892d73v9-truenojf10-gmailcoms-projects.vercel.app/contact-form-1.html	(from https://proyectooficial-j892d73v9-truenojf10-gmailcoms-projects.vercel.app/)
16:26:42	126605/126605	---MCZ	200	added ('OK')	text/html	etag:W/%2200f4c4cb26a551777d7e9ffda1757261%22	https://proyectooficial-j892d73v9-truenojf10-gmailcoms-projects.vercel.app/cart.html	C:/My%20Web%20Sites/puntorestaurado/proyectooficial-j892d73v9-truenojf10-gmailcoms-projects.vercel.app/cart.html	(from https://proyectooficial-j892d73v9-truenojf10-gmailcoms-projects.vercel.app/)
16:26:42	536596/536596	---M--	200	added ('OK')	image/jpeg	etag:CJTowa6k0IoDEAE=	https://images.squarespace-cdn.com/content/v1/56aa9020d51cd471ca1987f8/5721b0eb-a915-4560-b52d-9e99e81eeb53/20627_03-2.jpg	C:/My%20Web%20Sites/puntorestaurado/images.squarespace-cdn.com/content/v1/56aa9020d51cd471ca1987f8/5721b0eb-a915-4560-b52d-9e99e81eeb53/20627_03-2.jpg	(from https://proyectooficial-j892d73v9-truenojf10-gmailcoms-projects.vercel.app/)
16:26:42	3827/3827	---M--	200	added ('OK')	image/png	etag:CJDC7Zb47YkDEAE=	https://images.squarespace-cdn.com/content/v1/56aa9020d51cd471ca1987f8/621b7b6a-56be-4814-9175-4127bb4d5fdf/Screen+Shot+2024-11-21+at+11.22.16+AM.png	C:/My%20Web%20Sites/puntorestaurado/images.squarespace-cdn.com/content/v1/56aa9020d51cd471ca1987f8/621b7b6a-56be-4814-9175-4127bb4d5fdf/Screen+Shot+2024-11-21+at+11.22.16+AM.png	(from https://proyectooficial-j892d73v9-truenojf10-gmailcoms-projects.vercel.app/)
16:26:43	511431/511431	---M--	200	added ('OK')	image/jpeg	etag:CPru29Lz2YoDEAE=	https://images.squarespace-cdn.com/content/v1/56aa9020d51cd471ca1987f8/f3e4f7ce-62a9-4477-b186-033fae5cfed3/42708_04.jpg	C:/My%20Web%20Sites/puntorestaurado/images.squarespace-cdn.com/content/v1/56aa9020d51cd471ca1987f8/f3e4f7ce-62a9-4477-b186-033fae5cfed3/42708_04.jpg	(from https://proyectooficial-j892d73v9-truenojf10-gmailcoms-projects.vercel.app/)
16:26:44	749897/749897	---M--	200	added ('OK')	image/jpeg	etag:CPC/pq702YoDEAE=	https://images.squarespace-cdn.com/content/v1/56aa9020d51cd471ca1987f8/ea3b87d1-eb37-4480-bcac-7846e0bf5ba0/20627_03-2.jpg	C:/My%20Web%20Sites/puntorestaurado/images.squarespace-cdn.com/content/v1/56aa9020d51cd471ca1987f8/ea3b87d1-eb37-4480-bcac-7846e0bf5ba0/20627_03-2.jpg	(from https://proyectooficial-j892d73v9-truenojf10-gmailcoms-projects.vercel.app/)
16:26:44	1320131/1320131	---M--	200	added ('OK')	image/jpeg	etag:CL7E996zpYoDEAE=	https://images.squarespace-cdn.com/content/v1/56aa9020d51cd471ca1987f8/3bb86a4d-9d35-4005-b8e8-1d2d4bf41726/20627_07-2.jpg	C:/My%20Web%20Sites/puntorestaurado/images.squarespace-cdn.com/content/v1/56aa9020d51cd471ca1987f8/3bb86a4d-9d35-4005-b8e8-1d2d4bf41726/20627_07-2.jpg	(from https://proyectooficial-j892d73v9-truenojf10-gmailcoms-projects.vercel.app/)
16:26:44	728992/728992	---M--	200	added ('OK')	image/jpeg	etag:CIbL86v12YoDEAE=	https://images.squarespace-cdn.com/content/v1/56aa9020d51cd471ca1987f8/9bfb1fe5-2f99-41de-9948-7ed926d4efd7/42708_01.jpg	C:/My%20Web%20Sites/puntorestaurado/images.squarespace-cdn.com/content/v1/56aa9020d51cd471ca1987f8/9bfb1fe5-2f99-41de-9948-7ed926d4efd7/42708_01.jpg	(from https://proyectooficial-j892d73v9-truenojf10-gmailcoms-projects.vercel.app/)
16:26:44	195568/195568	---MCZ	200	added ('OK')	text/html	etag:W/%22e3868b9a970bba0f609e1d664b4ddff0%22	https://proyectooficial-j892d73v9-truenojf10-gmailcoms-projects.vercel.app/upcoming-events.html	C:/My%20Web%20Sites/puntorestaurado/proyectooficial-j892d73v9-truenojf10-gmailcoms-projects.vercel.app/upcoming-events.html	(from https://proyectooficial-j892d73v9-truenojf10-gmailcoms-projects.vercel.app/)
16:26:45	138713/138713	---MCZ	200	added ('OK')	text/html	etag:W/%225d1d7d14f9930accdaa8893d45fb327d%22	https://proyectooficial-j892d73v9-truenojf10-gmailcoms-projects.vercel.app/upcoming-events/2025/11/21/wicked-workshop-bubbles-blooms.html	C:/My%20Web%20Sites/puntorestaurado/proyectooficial-j892d73v9-truenojf10-gmailcoms-projects.vercel.app/upcoming-events/2025/11/21/wicked-workshop-bubbles-blooms.html	(from https://proyectooficial-j892d73v9-truenojf10-gmailcoms-projects.vercel.app/)
16:26:46	161004/161004	---MCZ	200	added ('OK')	text/html	etag:W/%22c5f6bdd2df9103cf0caaeb3d201d5ce6%22	https://proyectooficial-j892d73v9-truenojf10-gmailcoms-projects.vercel.app/upcoming-events/2025/12/13/holiday-floral-design-workshop.html	C:/My%20Web%20Sites/puntorestaurado/proyectooficial-j892d73v9-truenojf10-gmailcoms-projects.vercel.app/upcoming-events/2025/12/13/holiday-floral-design-workshop.html	(from https://proyectooficial-j892d73v9-truenojf10-gmailcoms-projects.vercel.app/)
16:26:46	434130/434130	---M--	200	added ('OK')	image/jpeg	etag:CJSC6qHNgocDEAE=	https://images.squarespace-cdn.com/content/v1/56aa9020d51cd471ca1987f8/1719725644153-8D8OK2V8QMJHTTD8CJLB/IMG_0827.jpg	C:/My%20Web%20Sites/puntorestaurado/images.squarespace-cdn.com/content/v1/56aa9020d51cd471ca1987f8/1719725644153-8D8OK2V8QMJHTTD8CJLB/IMG_0827.jpg	(from https://proyectooficial-j892d73v9-truenojf10-gmailcoms-projects.vercel.app/)
16:26:47	838618/838618	---M--	200	added ('OK')	image/jpeg	etag:CNWOyI/NgocDEAE=	https://images.squarespace-cdn.com/content/v1/56aa9020d51cd471ca1987f8/1719725603591-AQNMHTT2PLGOGPC110TA/IMG_0855.jpg	C:/My%20Web%20Sites/puntorestaurado/images.squarespace-cdn.com/content/v1/56aa9020d51cd471ca1987f8/1719725603591-AQNMHTT2PLGOGPC110TA/IMG_0855.jpg	(from https://proyectooficial-j892d73v9-truenojf10-gmailcoms-projects.vercel.app/)
16:26:47	836711/836711	---M--	200	added ('OK')	image/jpeg	etag:CLyc4pXNgocDEAE=	https://images.squarespace-cdn.com/content/v1/56aa9020d51cd471ca1987f8/1719725615228-UZP9U5G1LIWM7V76Y2VV/IMG_0870.jpg	C:/My%20Web%20Sites/puntorestaurado/images.squarespace-cdn.com/content/v1/56aa9020d51cd471ca1987f8/1719725615228-UZP9U5G1LIWM7V76Y2VV/IMG_0870.jpg	(from https://proyectooficial-j892d73v9-truenojf10-gmailcoms-projects.vercel.app/)
16:26:47	926966/926966	---M--	200	added ('OK')	image/jpeg	etag:COjgiKDNgocDEAE=	https://images.squarespace-cdn.com/content/v1/56aa9020d51cd471ca1987f8/1719725637562-44H2ERO8DR6DZEG5KISQ/IMG_3821.jpg	C:/My%20Web%20Sites/puntorestaurado/images.squarespace-cdn.com/content/v1/56aa9020d51cd471ca1987f8/1719725637562-44H2ERO8DR6DZEG5KISQ/IMG_3821.jpg	(from https://proyectooficial-j892d73v9-truenojf10-gmailcoms-projects.vercel.app/)
16:26:47	733753/733753	---M--	200	added ('OK')	image/jpeg	etag:CN3y8Z/NgocDEAE=	https://images.squarespace-cdn.com/content/v1/56aa9020d51cd471ca1987f8/1719725637906-RDC14TRZFYSPLGSB208Z/IMG_3902.jpg	C:/My%20Web%20Sites/puntorestaurado/images.squarespace-cdn.com/content/v1/56aa9020d51cd471ca1987f8/1719725637906-RDC14TRZFYSPLGSB208Z/IMG_3902.jpg	(from https://proyectooficial-j892d73v9-truenojf10-gmailcoms-projects.vercel.app/)
16:26:47	220503/220503	---M--	200	added ('OK')	image/jpeg	etag:CPjR+KDNgocDEAE=	https://images.squarespace-cdn.com/content/v1/56aa9020d51cd471ca1987f8/1719725640948-VK843COQCWVKT135MN3N/IMG_6473.jpg	C:/My%20Web%20Sites/puntorestaurado/images.squarespace-cdn.com/content/v1/56aa9020d51cd471ca1987f8/1719725640948-VK843COQCWVKT135MN3N/IMG_6473.jpg	(from https://proyectooficial-j892d73v9-truenojf10-gmailcoms-projects.vercel.app/)
16:26:48	422562/422562	---M--	200	added ('OK')	image/jpeg	etag:CN2//qzNgocDEAE=	https://images.squarespace-cdn.com/content/v1/56aa9020d51cd471ca1987f8/1719725666301-AMD08O63FESY949MPYMH/IMG_0846.jpg	C:/My%20Web%20Sites/puntorestaurado/images.squarespace-cdn.com/content/v1/56aa9020d51cd471ca1987f8/1719725666301-AMD08O63FESY949MPYMH/IMG_0846.jpg	(from https://proyectooficial-j892d73v9-truenojf10-gmailcoms-projects.vercel.app/)
16:26:48	1336259/1336259	---M--	200	added ('OK')	image/jpeg	etag:CN2ymabNgocDEAE=	https://images.squarespace-cdn.com/content/v1/56aa9020d51cd471ca1987f8/1719725651835-LXF1BUCLATYXXYHU3NCP/IMG_6619.jpg	C:/My%20Web%20Sites/puntorestaurado/images.squarespace-cdn.com/content/v1/56aa9020d51cd471ca1987f8/1719725651835-LXF1BUCLATYXXYHU3NCP/IMG_6619.jpg	(from https://proyectooficial-j892d73v9-truenojf10-gmailcoms-projects.vercel.app/)
16:26:48	987226/987226	---M--	200	added ('OK')	image/jpeg	etag:CNHJ3ofOgocDEAE=	https://images.squarespace-cdn.com/content/v1/56aa9020d51cd471ca1987f8/1719725855503-HRJZG86KGFGOQBKBT5KF/IMG_5846.jpg	C:/My%20Web%20Sites/puntorestaurado/images.squarespace-cdn.com/content/v1/56aa9020d51cd471ca1987f8/1719725855503-HRJZG86KGFGOQBKBT5KF/IMG_5846.jpg	(from https://proyectooficial-j892d73v9-truenojf10-gmailcoms-projects.vercel.app/)
16:26:49	131756/131756	---M-Z	200	added ('OK')	application/javascript	date:Thu,%2030%20Oct%202025%2022:26:51%20GMT	https://static1.squarespace.com/static/vta/5c5a519771c10ba3470d8101/scripts/site-bundle.b5b3fbf6826f9d2f8a86db2c7d2e44ab.js	C:/My%20Web%20Sites/puntorestaurado/static1.squarespace.com/static/vta/5c5a519771c10ba3470d8101/scripts/site-bundle.b5b3fbf6826f9d2f8a86db2c7d2e44ab.js	(from https://proyectooficial-j892d73v9-truenojf10-gmailcoms-projects.vercel.app/)
16:26:49	2129565/2129565	---M--	200	added ('OK')	image/png	etag:CMOl6Net3ocDEAE=	https://images.squarespace-cdn.com/content/v1/56aa9020d51cd471ca1987f8/569712f9-bcaa-42d5-a41c-ed4562760cc1/round+logo.png	C:/My%20Web%20Sites/puntorestaurado/images.squarespace-cdn.com/content/v1/56aa9020d51cd471ca1987f8/569712f9-bcaa-42d5-a41c-ed4562760cc1/round+logo.png	(from https://proyectooficial-j892d73v9-truenojf10-gmailcoms-projects.vercel.app/)
